,provincia,comune,Ragione sociale,indirizzo,civico,destinazione,sup_coperta,geo,coordinate,latitudine,longitudine
23,PT,PESCIA,POSTE ITALIANE S.p.A.,VIA DELLE ROSE,26,Ufficio aperto al pubblico,276,PESCIA VIA DELLE ROSE,"(43.8807901, 10.689485)",43.8807901,10.689485
24,PT,PESCIA,ISTITUTO MAGISTRALE C. LORENZINI,PIAZZA LEONARDO DA VINCI,12,Scuola,0,PESCIA PIAZZA LEONARDO DA VINCI,"(43.8983227, 10.6875694)",43.8983227,10.6875694
25,PT,PESCIA,SAINT GOBAIN VETRI SPA,VIA CONFINE MONTECARLO,11,IMPIANTO INDUSTRIALE,,PESCIA VIA CONFINE MONTECARLO,,,
26,PT,PESCIA,SAINT GOBAIN VETRI SPA,VIA CONFINE MONTECARLO,11,IMPIANTO INDUSTRIALE,,PESCIA VIA CONFINE MONTECARLO,,,
27,PT,PESCIA,SCA HYGIENE PRODUCTS SPA,via delle Cartiere,13,IMPIANTO INDUSTRIALE,,PESCIA via delle Cartiere,"(43.8938065, 10.6593886)",43.8938065,10.6593886
28,PT,PESCIA,BIBLIOTECA DEL CONVENTO DI COLLEVITI,VIA DEI COLLEVITI,33,comunita',5000,PESCIA VIA DEI COLLEVITI,,,
29,PT,PESCIA,SAINT GOBAIN VETRI SPA,CONFINE MONTECARLO,11,IMPIANTO INDUSTRIALE,,PESCIA CONFINE MONTECARLO,,,
30,PT,PESCIA,SAINT GOBAIN VETRI SPA,CONFINE MONTECARLO,11,IMPIANTO INDUSTRIALE,,PESCIA CONFINE MONTECARLO,,,
31,PT,PESCIA,SAINT GOBAIN VETRI SPA,CONFINE MONTECARLO,11,IMPIANTO INDUSTRIALE,,PESCIA CONFINE MONTECARLO,,,
32,PT,PIEVE A NIEVOLE,ACCOGLIENZA BETANIA,VIA MARTIRI DEL PADULE,,locali parrocchiali,300,PIEVE A NIEVOLE VIA MARTIRI DEL PADULE,"(43.862301, 10.7849712)",43.862301,10.7849712
33,PT,PIEVE A NIEVOLE,Comun Pieve a Nievole,VIA MARCONI,271,Ufficio aperto al pubblico,250,PIEVE A NIEVOLE VIA MARCONI,"(43.8680546, 10.7864255)",43.8680546,10.7864255
34,PT,PIEVE A NIEVOLE,DANZA,VIA DON MINZONI,19,"DANZA,TEATRO,MUSICA",320,PIEVE A NIEVOLE VIA DON MINZONI,,,
35,PT,PIEVE A NIEVOLE,FANCIULLACCI,COSIMINI,22,Impianto sportivo,900,PIEVE A NIEVOLE COSIMINI,"(43.8843204, 10.7972419)",43.8843204,10.7972419
36,PT,PISTOIA,EINAUDI DESTINAZIONE D'USO: SCUOLA,PACINOTTI,11,Scuola,0,PISTOIA PACINOTTI,"(43.929113, 10.91454)",43.929113,10.91454
37,PT,PISTOIA,ENTE PUBBLICO,VIA ROSSI,23,Scuola,503,PISTOIA VIA ROSSI,"(43.95342005, 10.8749104627)",43.95342005,10.8749104627
38,PT,PISTOIA,IMPIANTI SPORTIVI: STADIO COMUNALE,DELLO STADIO,1,Impianto sportivo,1700,PISTOIA DELLO STADIO,"(43.9401129, 10.9135321)",43.9401129,10.9135321
39,PT,PISTOIA,PUBLIAMBIENTE,VIA TOSCANA,259,,4500,PISTOIA VIA TOSCANA,"(43.9233052, 10.9338964)",43.9233052,10.9338964
40,PT,PISTOIA,area ex breda est2,VIA DELLE CILIEGIOLE,,SITO DISMESSO,,PISTOIA VIA DELLE CILIEGIOLE,,,
42,PT,PISTOIA,IMPIANTI SPORTIVI: CAMPO DI CALCIO E.TURCHI,DI VALDIBRANA,,Impianto sportivo,90,PISTOIA DI VALDIBRANA,"(43.97088455, 10.9137945053)",43.97088455,10.9137945053
43,PT,PISTOIA,arpat,DEI BARONI,18,edificio per uffici e laboratori,0,PISTOIA DEI BARONI,"(43.9334295, 10.9217442)",43.9334295,10.9217442
44,PT,PISTOIA,TOSCANA ENERGIA SPA (ex TOSCANA GAS SPA),DELLA CASTAGNOLA,,impianto di riduzione gas metano,70,PISTOIA DELLA CASTAGNOLA,"(43.9303141, 10.9557062)",43.9303141,10.9557062
45,PT,PISTOIA,TOSCANA ENERGIA SPA (ex TOSCANA GAS SPA),CILIEGIOLE CAMPO DI VOLO,,impianto di riduzione gas metano,122,PISTOIA CILIEGIOLE CAMPO DI VOLO,,,
46,PT,PISTOIA,TOSCANA ENERGIA SPA (ex TOSCANA GAS SPA),ROMITO E SERPE,,impianto di riduzione di gas metano,130,PISTOIA ROMITO E SERPE,"(43.9087377, 10.9599785)",43.9087377,10.9599785
47,PT,PONTE BUGGIANESE,PASCHI GESTIONI IMMOBILIARI SpA,VIA LIBERTA',61,Ufficio aperto al pubblico,0,PONTE BUGGIANESE VIA LIBERTA',"(43.8421781, 10.7472961)",43.8421781,10.7472961
48,PT,QUARRATA,POSTE ITALIANE S.p.A.,VIA SELVA,350,Ufficio aperto al pubblico,125,QUARRATA VIA SELVA,"(43.8447283, 10.9553185)",43.8447283,10.9553185
49,PT,SAMBUCA PISTOIESE,STAZIONE CARABINIERI,PAVANA,38,caserma carabinieri,618,SAMBUCA PISTOIESE PAVANA,"(44.1209647, 11.0007563)",44.1209647,11.0007563
50,PT,SAMBUCA PISTOIESE,UFFICIO TERRITORIALE PER LA BIODIVERSITA',VIA MONACHINO,12,area con fabbricati dismessi,0,SAMBUCA PISTOIESE VIA MONACHINO,"(44.0207868, 11.0331784923)",44.0207868,11.0331784923
51,PT,SAN MARCELLO PISTOIESE,STAZIONE CARABINIERI,VIALE LUIGI ORLANDO,83,CASERMA CARABINIERI,452,SAN MARCELLO PISTOIESE VIALE LUIGI ORLANDO,"(44.0386351, 10.8642393)",44.0386351,10.8642393
52,PT,SERRAVALLE PISTOIESE,PASCHI GESTIONI IMMOBILIARI SpA,CASALGUIDI,5,Ufficio aperto al pubblico,0,SERRAVALLE PISTOIESE CASALGUIDI,"(43.8702575, 10.9180376)",43.8702575,10.9180376
0,PO,CANTAGALLO,PARROCCHIA DI USELLA,PIAZZA DELLA PIEVE,5,Cinema/teatro/spettacoli,450.0,CANTAGALLO PIAZZA DELLA PIEVE,"(43.98617425, 11.1305402043)",43.98617425,11.1305402043
1,PO,CANTAGALLO,PARROCCHIA SANTA CATERINA,VIA BOLOGNA,285,Scuola,796.0,CANTAGALLO VIA BOLOGNA,"(43.988442, 11.1347295)",43.988442,11.1347295
2,PO,CARMIGNANO,COMUNE DI POGGIO A CAIANO MAGAZZINO COMUNALE,VIA DEL GRANAIO,1,Magazzino,0.0,CARMIGNANO VIA DEL GRANAIO,,,
3,PO,MONTEMURLO,COMUNE DI MONTEMURLO,TOSCANINI,1,Ufficio aperto al pubblico,1800.0,MONTEMURLO TOSCANINI,"(43.9259866, 11.0338848)",43.9259866,11.0338848
4,PO,MONTEMURLO,COMUNE DI MONTEMURLO,FRATELLI ROSSELLI,,Impianto sportivo,0.0,MONTEMURLO FRATELLI ROSSELLI,"(43.9242521, 11.0349365)",43.9242521,11.0349365
5,PO,PRATO,POSTE ITALIANE S.p.A.,VIA ALIGHIERO DA BELLINCIONE,15,Ufficio aperto al pubblico,231.0,PRATO VIA ALIGHIERO DA BELLINCIONE,"(43.8645504, 11.0429202)",43.8645504,11.0429202
6,PO,PRATO,FIDIAS MANIFATTURE TESSILI S.P.A.,via Gestri,4/6,IMPIANTO INDUSTRIALE,,PRATO via Gestri,"(43.8717227, 11.080182)",43.8717227,11.080182
7,PO,PRATO,IMPIANTI SPORTIVI: CAMPO SPORTIVO G.SCIREA,TIRSO,7,spogliatoi,14.0,PRATO TIRSO,"(43.8956161, 11.088737)",43.8956161,11.088737
8,PO,PRATO,Tintoria Lux srl,via del Molinuzzo,10,IMPIANTO INDUSTRIALE GEN,,PRATO via del Molinuzzo,"(43.8568828, 11.0666638)",43.8568828,11.0666638
9,PO,PRATO,SRL,VIA GALCIANESE,34,Capannone industriale,1250.0,PRATO VIA GALCIANESE,"(43.8802868, 11.0730154)",43.8802868,11.0730154
10,PO,PRATO,BESTE SPA,VIA DEL LAZZERETTO,109,IMPIANTO INDUSTRIALE,,PRATO VIA DEL LAZZERETTO,"(43.8537784, 11.0918696)",43.8537784,11.0918696
11,PO,PRATO,RIFINIZIONE ALAN SPA,Via Toscana,14,IMPIANTO INDUSTRIALE,,PRATO Via Toscana,"(43.8504966, 11.0616295)",43.8504966,11.0616295
12,PO,PRATO,SEZIONE DELLA CIRCOSCRIZIONE PRATO NORD,viale Piave,,Ufficio aperto al pubblico,5000.0,PRATO viale Piave,"(43.8784728, 11.0985522)",43.8784728,11.0985522
13,PO,PRATO,EUROTINTORIA S.P.A.,via dei Fossi,14,IMPIANTO INDUSTRIALE,,PRATO via dei Fossi,"(43.8628238, 11.0680152)",43.8628238,11.0680152
14,PO,PRATO,JERSEY MODE S.P.A,delle Fonti,384/b,IMPIANTO INDUSTRIALE,,PRATO delle Fonti,"(43.8574705, 11.1032025)",43.8574705,11.1032025
15,PO,PRATO,Tintoria Silli SPA,Via Galcianese,23,IMPIANTO INDUSTRIALE GEN,,PRATO Via Galcianese,"(43.8802868, 11.0730154)",43.8802868,11.0730154
16,PO,PRATO,BANCA BIPOP CARIRE,PIAZZA S. ANTONIO,1,Ufficio,0.0,PRATO PIAZZA S. ANTONIO,"(43.7198297, 10.4071065644)",43.7198297,10.4071065644
17,PO,VERNIO,IMPIANTI SPORTIVI: MIDAS PALESTRA,VIA ROMA,183,Impianto sportivo,547.0,VERNIO VIA ROMA,"(44.0516067, 11.1563563)",44.0516067,11.1563563
0,SI,ABBADIA SAN SALVATORE,eni spa divisione agip,VIA F. HAMMAN,,SITO DISMESSO,,ABBADIA SAN SALVATORE VIA F. HAMMAN,,,
1,SI,ABBADIA SAN SALVATORE,GEOMETRI,VIA DELLE CASE NUOVE,27,Scuola,0,ABBADIA SAN SALVATORE VIA DELLE CASE NUOVE,,,
2,SI,ABBADIA SAN SALVATORE,PASCHI GESTIONI IMMOBILIARI SpA,VIA TRENTO,23,Ufficio aperto al pubblico,0,ABBADIA SAN SALVATORE VIA TRENTO,"(42.8822174, 11.6731358)",42.8822174,11.6731358
3,SI,ASCIANO,POSTE ITALIANE S.p.A.,VIA ROMA,76,Ufficio aperto al pubblico,205,ASCIANO VIA ROMA,"(43.2332915, 11.562134)",43.2332915,11.562134
4,SI,ASCIANO,COMUNE DI ASCIANO,VIA SANT'AGATA,,Magazzino,700,ASCIANO VIA SANT'AGATA,,,
5,SI,ASCIANO,COMUNE DI ASCIANO,ARBIA,,Magazzino,200,ASCIANO ARBIA,"(43.2943755, 11.4082888)",43.2943755,11.4082888
6,SI,ASCIANO,BANCASCIANO CREDITO COOPERATIVO SOC COOP,GIARDINO,,Magazzino,255,ASCIANO GIARDINO,"(43.23877605, 11.5567230444)",43.23877605,11.5567230444
7,SI,BUONCONVENTO,POSTE ITALIANE S.p.A.,VIA BIBBIANO,,Ufficio aperto al pubblico,205,BUONCONVENTO VIA BIBBIANO,"(43.1265675, 11.4455801264)",43.1265675,11.4455801264
8,SI,CASOLE D'ELSA,casa maver costruzioni di venier mauro,LOCALITA' IL MERLO,,SITO DISMESSO,,CASOLE D'ELSA LOCALITA' IL MERLO,"(43.357683, 11.031768)",43.357683,11.031768
9,SI,CASTELLINA IN CHIANTI,POSTE ITALIANE S.p.A.,VIA CHIANTIGIANA,13,Ufficio aperto al pubblico,133,CASTELLINA IN CHIANTI VIA CHIANTIGIANA,"(43.4231517, 11.3071011)",43.4231517,11.3071011
10,SI,CHIANCIANO TERME,POSTE ITALIANE S.p.A.,PIAZZA ITALIA,19,Ufficio aperto al pubblico,592,CHIANCIANO TERME PIAZZA ITALIA,"(43.0448015, 11.8140633954)",43.0448015,11.8140633954
11,SI,CHIANCIANO TERME,SCUOLA ELEMENTARE,DANTE,33,Scuola,3611,CHIANCIANO TERME DANTE,"(43.0581946, 11.8265241)",43.0581946,11.8265241
12,SI,CHIUSDINO,COMUNE DI CHIUSDINO,PIAZZA DEL PLEBISCITO,2,Ufficio aperto al pubblico,150,CHIUSDINO PIAZZA DEL PLEBISCITO,,,
13,SI,CHIUSDINO,COMUNE DI CHIUSDINO,PIAZZA MATTEOTTI,,Scuola,330,CHIUSDINO PIAZZA MATTEOTTI,,,
14,SI,CHIUSDINO,COMUNE DI CHIUSDINO,PALAZZETTO,,ex scuola,160,CHIUSDINO PALAZZETTO,"(43.1437152, 11.121785)",43.1437152,11.121785
15,SI,CHIUSDINO,COMUNE DI CHIUSDINO,LIDO SANTINI,12,tettoia,30,CHIUSDINO LIDO SANTINI,,,
16,SI,CHIUSDINO,COMUNE DI CHIUSDINO,LE VENE,,Capannone industriale,370,CHIUSDINO LE VENE,"(43.2181555, 11.1879256)",43.2181555,11.1879256
17,SI,CHIUSDINO,PASCHI GESTIONI IMMOBILIARI SpA,PIAZZA GIACOMO MATTEOTTI,32,Ufficio aperto al pubblico,0,CHIUSDINO PIAZZA GIACOMO MATTEOTTI,,,
18,SI,CHIUSI,POSTE ITALIANE S.p.A.,VIA MAZZINI,3,Ufficio aperto al pubblico,366,CHIUSI VIA MAZZINI,"(42.9931797, 11.9539564)",42.9931797,11.9539564
19,SI,COLLE DI VAL D'ELSA,MUSEO CIVICO E DIOCESANO D`ARTE SACRA,VIA DEL CASTELLO,31,SOTTOTETTO,0,COLLE DI VAL D'ELSA VIA DEL CASTELLO,"(43.4226234, 11.1209897)",43.4226234,11.1209897
20,SI,COLLE DI VAL D'ELSA,new colle srl,VIA MASSON/VIA LIVINI,,SITO DISMESSO,,COLLE DI VAL D'ELSA VIA MASSON/VIA LIVINI,,,
21,SI,COLLE DI VAL D'ELSA,ECOLOGICA,STRADA DELLE LELLERE,2,Capannone industriale,0,COLLE DI VAL D'ELSA STRADA DELLE LELLERE,"(43.4148289, 11.1285495204)",43.4148289,11.1285495204
22,SI,COLLE DI VAL D'ELSA,COMUNE DI COLLE DI VAL D'ELSA,F. CAMPANA,18,Ufficio aperto al pubblico,0,COLLE DI VAL D'ELSA F. CAMPANA,"(43.4211151, 11.116677)",43.4211151,11.116677
23,SI,COLLE DI VAL D'ELSA,STATO,VIALE DEI MILLE,8,Caserma,630,COLLE DI VAL D'ELSA VIALE DEI MILLE,"(43.41083505, 11.1328909353)",43.41083505,11.1328909353
24,SI,COLLE DI VAL D'ELSA,COMUNE DI COLLE DI VAL D'ELSA,VIA F. CAMPANA,18,SOTTOTETTO,0,COLLE DI VAL D'ELSA VIA F. CAMPANA,"(43.4211151, 11.116677)",43.4211151,11.116677
25,SI,COLLE DI VAL D'ELSA,COMUNE DI COLLE DI VAL D'ELSA,VIA F. CAMPANA,18,CENTRALE TERMICA,0,COLLE DI VAL D'ELSA VIA F. CAMPANA,"(43.4211151, 11.116677)",43.4211151,11.116677
26,SI,MONTEPULCIANO,PASCHI GESTIONI IMMOBILIARI,PIAZZA MICHELOZZO,2,Ufficio aperto al pubblico,0,MONTEPULCIANO PIAZZA MICHELOZZO,,,
27,SI,MONTERIGGIONI,POSTE ITALIANE S.p.A.,STRADA PROVINCIALE COLLIGIANA,4,Ufficio aperto al pubblico,125,MONTERIGGIONI STRADA PROVINCIALE COLLIGIANA,"(43.3928715, 11.2077179)",43.3928715,11.2077179
28,SI,MONTERIGGIONI,POSTE ITALIANE S.p.A.,VIA G.B. COCCONI,,Ufficio aperto al pubblico,133,MONTERIGGIONI VIA G.B. COCCONI,,,
29,SI,MONTERIGGIONI,INDUSTRIE FONDERIE VALDESANE SRL,strada di Gabbricce,6,IMPIANTO INDUSTRIALE,,MONTERIGGIONI strada di Gabbricce,"(43.40082, 11.20037)",43.40082,11.20037
30,SI,MONTERONI D'ARBIA,POSTE ITALIANE S.p.A.,KENNEDY,2,Ufficio aperto al pubblico,205,MONTERONI D'ARBIA KENNEDY,"(43.2342617, 11.4170926)",43.2342617,11.4170926
31,SI,MONTERONI D'ARBIA,IMPIANTI SPORTIVI: COMPLESSO SPORTIVO,SAN GIUSTO,199,Cinema/teatro/spettacoli,1300,MONTERONI D'ARBIA SAN GIUSTO,,,
32,SI,MONTICIANO,PASCHI GESTIONI IMMOBILIARI SpA,VIA AGOSTINO BARAZZUOLI,11,Ufficio aperto al pubblico,0,MONTICIANO VIA AGOSTINO BARAZZUOLI,,,
33,SI,PIANCASTAGNAIO,ENEL - UnitÃ  territoriale di Piancastagnaio (SI),PC8-PC2,,IMPIANTO GEOTERMIA,,PIANCASTAGNAIO PC8-PC2,,,
34,SI,PIENZA,bottega verde srl,"km 35,5 ss146",,SITO DISMESSO,,"PIENZA km 35,5 ss146",,,
35,SI,POGGIBONSI,IMPIANTI SPORTIVI: CAMPO SPORTIVO VIRTUS,SAN GIMIGNANO,,Impianto sportivo,65,POGGIBONSI SAN GIMIGNANO,"(43.4680204, 11.1496163)",43.4680204,11.1496163
36,SI,POGGIBONSI,COMUNE DI POGGIBONSI,CIMITERO COMUNALE,,cimitero,667,POGGIBONSI CIMITERO COMUNALE,,,
37,SI,POGGIBONSI,COMUNE DI POGGIBONSI,LEOPARDI,,Magazzino,3300,POGGIBONSI LEOPARDI,"(43.4716835, 11.1368682)",43.4716835,11.1368682
38,SI,POGGIBONSI,LE PIAGGIOLE SRL,Le Piaggiole,3,IMPIANTO INDUSTRIALE,,POGGIBONSI Le Piaggiole,"(43.4687566, 11.161152)",43.4687566,11.161152
39,SI,POGGIBONSI,PASCHI GESTIONI IMMOBILIARI,LARGO USILIA,8,Ufficio aperto al pubblico,1200,POGGIBONSI LARGO USILIA,"(43.4724224, 11.1468979)",43.4724224,11.1468979
40,SI,RADDA IN CHIANTI,POSTE ITALIANE S.p.A.,CIRCONVALLAZIONE SANTA MARIA,,Ufficio aperto al pubblico,125,RADDA IN CHIANTI CIRCONVALLAZIONE SANTA MARIA,"(43.4852561, 11.3768039)",43.4852561,11.3768039
42,SI,RADDA IN CHIANTI,STATO,CORCE DI SOPRA,14,alloggi servizio,1,RADDA IN CHIANTI CORCE DI SOPRA,,,
43,SI,RADICONDOLI,ENEL - UnitÃ  territoriale di Piancastagnaio (SI),PC7/PC25-PC2,,IMPIANTO GEOTERMIA,,RADICONDOLI PC7/PC25-PC2,,,
44,SI,RADICONDOLI,ENEL - UnitÃ  territoriale di Piancastagnaio (SI),N1-N2,,IMPIANTO GEOTERMIA,,RADICONDOLI N1-N2,,,
45,SI,RADICONDOLI,ENEL - UnitÃ  territoriale di Piancastagnaio (SI),Radicondoli9-N2,,IMPIANTO GEOTERMIA,,RADICONDOLI Radicondoli9-N2,,,
46,SI,RADICONDOLI,ENEL - UnitÃ  territoriale di Piancastagnaio (SI),Travale23-N20,,IMPIANTO GEOTERMIA,,RADICONDOLI Travale23-N20,,,
47,SI,RADICONDOLI,ENEL - UnitÃ  territoriale di Piancastagnaio (SI),Travale 23D - N1,,IMPIANTO GEOTERMIA,,RADICONDOLI Travale 23D - N1,,,
48,SI,RADICONDOLI,ENEL - UnitÃ  territoriale di Piancastagnaio (SI),N18-N20,,IMPIANTO GEOTERMIA,,RADICONDOLI N18-N20,,,
49,SI,RADICONDOLI,ENEL - UnitÃ  territoriale di Piancastagnaio (SI),N2 - C.le Radicondoli,,IMPIANTO GEOTERMIA,,RADICONDOLI N2 - C.le Radicondoli,"(43.260936, 11.043626)",43.260936,11.043626
50,SI,RADICONDOLI,ENEL - UnitÃ  territoriale di Piancastagnaio (SI),N5-N4,,IMPIANTO GEOTERMIA,,RADICONDOLI N5-N4,,,
51,SI,RADICONDOLI,ENEL - UnitÃ  territoriale di Piancastagnaio (SI),N18-N19,,IMPIANTO GEOTERMIA,,RADICONDOLI N18-N19,,,
52,SI,RADICONDOLI,ENEL - UnitÃ  territoriale di Piancastagnaio (SI),N20-N21,,IMPIANTO GEOTERMIA,,RADICONDOLI N20-N21,,,
53,SI,RADICONDOLI,ENEL - UnitÃ  territoriale di Piancastagnaio (SI),Radicondoli20-N15,,IMPIANTO GEOTERMIA,,RADICONDOLI Radicondoli20-N15,,,
54,SI,RADICONDOLI,ENEL - UnitÃ  territoriale di Piancastagnaio (SI),Radicondoli15-N16,,IMPIANTO GEOTERMIA,,RADICONDOLI Radicondoli15-N16,,,
55,SI,RADICONDOLI,ENEL - UnitÃ  territoriale di Piancastagnaio (SI),Radicondoli18-N18,,IMPIANTO GEOTERMIA,,RADICONDOLI Radicondoli18-N18,,,
56,SI,RADICONDOLI,ENEL - UnitÃ  territoriale di Piancastagnaio (SI),N5-N6,,IMPIANTO GEOTERMIA,,RADICONDOLI N5-N6,,,
57,SI,RADICONDOLI,ENEL - UnitÃ  territoriale di Piancastagnaio (SI),N8-VV101-C.Pianacce,,IMPIANTO GEOTERMIA,,RADICONDOLI N8-VV101-C.Pianacce,,,
58,SI,SAN CASCIANO DEI BAGNI,FORNACE S.I.L.M.A. SPA,S. S. Cassia,km148,IMPIANTO INDUSTRIALE,,SAN CASCIANO DEI BAGNI S. S. Cassia,"(42.8239235, 11.7869686)",42.8239235,11.7869686
59,SI,SAN GIOVANNI D'ASSO,giuntini ascanio,LOC. AMPELLA,,SITO DISMESSO,,SAN GIOVANNI D'ASSO LOC. AMPELLA,,,
60,SI,SAN GIOVANNI D'ASSO,PASCHI GESTIONI IMMOBILIARI SpA,VIA XX SETTEMBRE,1,Ufficio aperto al pubblico,0,SAN GIOVANNI D'ASSO VIA XX SETTEMBRE,"(43.155176, 11.5884832)",43.155176,11.5884832
61,SI,SAN QUIRICO D'ORCIA,COTTO SENESE SPA SOCIETA' FABBRICA DI LATERIZI,Via Fornaci,55/A,IMPIANTO INDUSTRIALE,,SAN QUIRICO D'ORCIA Via Fornaci,"(43.0530569, 11.6162598)",43.0530569,11.6162598
62,SI,SARTEANO,POSTE ITALIANE S.p.A.,VIA DI FUORI,15,Ufficio aperto al pubblico,125,SARTEANO VIA DI FUORI,"(42.9892245, 11.8665049)",42.9892245,11.8665049
63,SI,SIENA,IMPIANTI SPORTIVI: CIRCOLO ARCI SANT'ANDREA,STRADA GROSSETANA,55,Circolo ricreativo e sede partito politi,10000,SIENA STRADA GROSSETANA,"(43.2819181, 11.3000344)",43.2819181,11.3000344
64,SI,SIENA,IMPIANTI SPORTIVI: CIRCOLO ARCI SANT'ANDREA,STRADA GROSSETANA,55,Circolo ricreativo e sede partito politi,10000,SIENA STRADA GROSSETANA,"(43.2819181, 11.3000344)",43.2819181,11.3000344
65,SI,SIENA,SCALA,PIAZZA DUOMO,1,complesso museale,35000,SIENA PIAZZA DUOMO,"(43.31729315, 11.3284686529)",43.31729315,11.3284686529
66,SI,SIENA,PASCHI GESTIONI IMMOBILIARI SpA,VIA SETTANO QUINTO,15,Ufficio aperto al pubblico,0,SIENA VIA SETTANO QUINTO,,,
67,SI,SIENA,PASCHI GESTIONI IMMOBILIARI SpA,PIAZZA SALIMBENI,3,Ufficio aperto al pubblico,0,SIENA PIAZZA SALIMBENI,"(43.3211789, 11.3306816082)",43.3211789,11.3306816082
68,SI,SIENA,PASCHI GESTIONI IMMOBILIARI SpA,VIA CAMOLLIA,85,Ufficio aperto al pubblico,0,SIENA VIA CAMOLLIA,"(43.3259728, 11.3267349)",43.3259728,11.3267349
69,SI,SIENA,LARNIANO,STRADA DI PRESCIANO,52,essiccatoio,225,SIENA STRADA DI PRESCIANO,"(43.3246747, 11.4099791)",43.3246747,11.4099791
70,SI,SINALUNGA,POSTE ITALIANE S.p.A.,PIAZZA DEL POPOLO,,Ufficio aperto al pubblico,125,SINALUNGA PIAZZA DEL POPOLO,"(43.20835725, 11.801990003)",43.20835725,11.801990003
71,SI,SINALUNGA,POSTE ITALIANE S.p.A.,VIA PIAVE,1,Ufficio aperto al pubblico,276,SINALUNGA VIA PIAVE,"(43.218504, 11.7495173)",43.218504,11.7495173
72,SI,SINALUNGA,POSTE ITALIANE S.p.A.,VIA GIORGIO VASARI,3,Ufficio aperto al pubblico,314,SINALUNGA VIA GIORGIO VASARI,,,
73,SI,SINALUNGA,LA FERROVIARIA ITALIANA SPA SERVICE srl,VIA ALFIERI,23,Autorimessa,3537,SINALUNGA VIA ALFIERI,"(43.2202212, 11.8072403)",43.2202212,11.8072403
74,SI,SOVICILLE,POSTE ITALIANE S.p.A.,VIA NUOVA,60,Ufficio aperto al pubblico,125,SOVICILLE VIA NUOVA,"(43.2776896, 11.2263032)",43.2776896,11.2263032
75,SI,SOVICILLE,COMUNE DI SOVICILLE,VIA DELLA MURATA - ROSIA,,Scuola,375,SOVICILLE VIA DELLA MURATA - ROSIA,,,
76,SI,SOVICILLE,COMUNE DI SOVICILLE,VIA DEL POGGIO - SAN ROCCO A PILLI,,Scuola,1100,SOVICILLE VIA DEL POGGIO - SAN ROCCO A PILLI,,,
77,SI,SOVICILLE,COMUNE DI SOVICILLE,ZONA INDUSTRIALE LA MACCHIA,,Autorimessa,1216,SOVICILLE ZONA INDUSTRIALE LA MACCHIA,"(43.2770327, 11.2483220894)",43.2770327,11.2483220894
78,SI,SOVICILLE,COMUNE DI SOVICILLE,VIA DEI NOCINI - SOVICILLE,,Magazzino,76,SOVICILLE VIA DEI NOCINI - SOVICILLE,,,
79,SI,SOVICILLE,PASCHI GESTIONI IMMOBILIARI SpA,PIAZZA RUTILIO MANETTI,4,Ufficio aperto al pubblico,0,SOVICILLE PIAZZA RUTILIO MANETTI,,,
80,SI,TORRITA DI SIENA,POSTE ITALIANE S.p.A.,VIA SVIZZERA,1,Ufficio aperto al pubblico,289,TORRITA DI SIENA VIA SVIZZERA,"(43.1705238, 11.7792997)",43.1705238,11.7792997
